sentiment,text
-1,"had a blast at the getty villa, but hates that she's had a sore throat all day. it's just getting worse too "" "
-1,msdrama hey missed ya at the meeting sup mama 
-1,"my tummy hurts. i wonder if the hypnosis has anything to do with it? if so, it's working, i get it, stop smoking!!!"" "
-1,why is it always the fat ones?! 
-1,"januarycrimson sorry, babe!! my fam annoys me too. thankfully, they're asleep right now. muahaha. *evil laugh*"" "
-1,hollywoodheat i should have paid more attention when we covered photoshop in my webpage design class in undergrad 
-1,wednesday my b-day! don't know what 2 do!! 
-1,poor cameron (the hills) 
-1,"pray for me please, the ex is threatening to start sh** at my/our babies 1st birthday party. what a jerk. and i still have a headache "" "
-1,"makeherfamous hmm , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike"" "
-1,strider is a sick little puppy URL 
-1,"so rylee,grace...wana go steve's party or not?? sadly since its easter i wnt b able 2 do much but ohh well....."" "
-1,"hey, i actually won one of my bracket pools! too bad it wasn't the one for money "" "
-1,"stark you don't follow me, either and i work for you!"" "
-1,a bad nite for the favorite teams: astros and spartans lose. the nite out with t.w. was good. 
-1, body of missing northern calif. girl found: police have found the remains of a missing northern california girl .. URL 
-1,"mangaaa i hope they will increase the capacity fast, yesterday was such a pain. got the fail whale +15 times in 2 hours.... "" "
-1,behind on my classes for work 
-1,watching &quot;house&quot; 
-1,kpreyes remember my bum leg? strikes back this time its serious 
-1,"paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls "" "
-1,emily will be glad when mommy is done training at her new job. she misses her. URL 
-1,would rather the first party send bad messages than the 3rd party send mixed ones sophmore year all over again? 
-1,henkuyinepu it's overrated 
-1,marykatherine_q i know! i heard it this afternoon and wondered the same thing. moscow is so behind the times 
-1,laying in bed with no voice.. 
-1,i'm sooo sad!!! they killed off kutner on house whyyyyyyyy 
-1,jacobsummers sorry tell them mea culpa from me and that i really am sorry. 
-1,"alliana07 it didn't make any sense to me, the suicide thing. i refuse to believe that that is actually what happened. "" "
-1,salancaster hope your ok. 
-1,mercedesashley damn! the grind is inspirational and saddening at the same time. don't want you to stop cuz i like what u do! much love 
-1,hibanick yeah aw but i know i wudnt stand a chance 
-1,ugh. cant sleep. its 1:30am. 
-1,hanging in crooners. wanna sing. can't. sucks. 
-1,erre_sc aaw i miss ya all too.. im leaving to bh tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! 
-1,is pissed off that there's no asba's for a radio station. 
-1,wednesday my b-day n don't know what 2 do! 
-1,i know my life has been flipped upside down when i just thought in my head that some ramen sounds good. 
-1,i am in pain. my back and sides hurt. not to mention crying is made of fail. 
-1,"late night snack, glass of oj b/c i'm &quot;down with the sickness&quot;, then back to sleep...ugh i hate getting sick... "" "
-1,allyheman but.. but.. but.. i'm not a big fan on camilla belle 
-1,"grum wah i can't see clip, must be el-stupido work filters. can't wait 'till i get a 'puter. something else 2 blame ex 4. he broke mine "" "
-1,this week just seems to get longer and longer in terms of how much i need to do.. and how much i'm actually going to get done 
-1,i'm so cold 
-1,thecoolestout ehhh don't. weather's gonna take a turn for the ugly tomorrow 
-1,chelserlynn haha its so cooooold in the d! and no but you should still go to the show. they do some incredible stuff 
-1,hoping the tummy rumbles go away soon 
-1,"knights_ no, no notice. they told me i'd be working tomorrow, and then i called the agency to follow up and they said it was over. "" "
-1,almost bedtime 
-1,i'm missing you babe.. but as long as your alive i'm happy.. yawwwnn.. i'm tired my love imma try to sleep hopefully you had a headstart 
-1,agh...snow!!! 
-1,i miss kenny powers 
-1,"bridgetsbeaches thank you for letting people know, but now i'm sad that the direct message i got wasn't actually from bridget "" "
-1,"...and, india missed out its 100th test victory n 10th consecutive win without a loss. "" "
-1,jonathanrknight i guess that's a no then. 
-1,sadly is going to bed. 
-1,ozesteph1992 shame to hear this stephan 
-1,mrsaintnick hey! i'm leavin in the morning... 
-1,"was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. and only 12 pages are left "" "
-1,laid around too much today... now my head hurts 
-1,twista202 i still haven't read the 9th&amp;10th princess diaries saving francesca made me cry at the end. hmm those are easy books. 
-1,my nokia 1110 died.. 
-1,my mom might have breast cancer won't find out anything for. like a week i'm so worried! 
-1,going to sleep. hoping tomorrow is a better day. 
-1,rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later they keep waking the kids up too 
-1,onemoreproject that is lame 
-1,i don't understand... i really don't 
-1,heroes just isn't doing it for me this season... 
-1,living not downtown sure isn't much fun. 
-1,jonathanchard not calorie wise i wish junk food was calorie free! i ate a thing of sour skittles and a big ass cherry coke! 
-1,man work is hard 
-1,"getting sick time for some hot tea, studying, and then sleeeep"" "
-1,getting eyebrows waxed. more pain 
-1,no phantasy star yesterday going to work... 
-1,oh - just got all my macheist 3.0 apps - sweet. didn't get the espresso serial no though although they said they sent it - oh well 
-1,picked mich st to win it all from the get go. was feeling pretty good about that pick all the way up until......tonight. a's lost too 
-1,is alone downstairs...working 
-1,i feel bad for doing it 
-1,"ryanseacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. "" "
-1,pinkserendipity yes sprint has 4g only in baltimore and chicago so far 
-1,i'm stuck awake in the middle of the night for the second day in a row. and i felt terrible yesterday. 
-1,thanks for bursting my bubble 
-1,going to school soon... can't find anything to wear!! gosh it's so hard 
-1,marieclr i was serious lol 
-1,naughtyhaughty i had on my page for sooooo long!!! until it got deleted sad day in history 
-1,crazy wind today = no birding URL 
-1,currently at work.. 
-1,grrr.. my ipods acting weird too! jai ho and thinking of you aren't playing the full songs.. ughh. 
-1,penndbad send me the dvd cos i have missed out on heaps not happy about that! 
-1,i don't see the big deal with this website 
-1,machineplay i'm so sorry you're having to go through this. again. therapyfail 
-1,colindemar far too out of the way for rail. any other tips? 
-1,i'm not still up i swear. why do i keep losing. gaining. losing. gaining. tweeps? so heart wrenching. 
-1,"today i realized i am too good at hiding things, even i can't find it "" "
-1,"staying at a friends house...house sitting, neighbors are so loud-having a party "" "
-1,dannyvegasbaby danny im upset that i wasnt here to watch the live chat i was in a car. for 3 hours on a trip im soooo upset!! 
-1,check out my mug URL 
-1,borders closed at 10 
-1,downloading nin's new album &quot;the slip&quot; - when the hell did this come out? i'm so behind the times these days 
-1,just woke up an already have written some e-mail... i've to go early at university today as i have to teach at 8:30 am! 
-1,is watching the hill . . .and its making me sad 
-1,so many channels.... yet so so boring... lazy day again may have to find a hobby 
-1,supersport i miss my buddy ill be in ny on the 25th 
-1,robluketic love the french. i tell people here in the south i'm qtr. french and they snarl at me. french are beautiful people 
-1,opps.. as i said.. i still got one day remain and now problem come 
-1,"i activated my selfcontrol block early, meaning i can't check out the new qc. regularizing my internal clock is might be difficult. fb"" "
-1,hillydop oh no 
-1,spencer is not a good guy. 
-1,"goodlaura what about reese dying on ttsc? and season finale next week. 24 boring, madame president is a crazy woman."" "
-1,"jonathanrknight i hate the limited letters,too.hope you and the guys are fine?i pray for my dog,sheï¿½s not well "" "
-1,didn't get shit done today ~ i'm so screwed 
-1,wanttss to go out 
-1,is not going to sleep tonite. 
-1,too worried and tired to post tonight 
-1,couldn't get shit done today ~ i'm so screwed 
-1,"job interview in cardiff today, wish me luck! got about 3 hours sleep "" "
-1,"stustone your show is whack. way worse than whack, it's wiggety-whack. :*(:*(:*("" "
-1,djalizay i really don't think people choose to be that way. but i think he chose not to accept my family's help he might be dead by now 
-1,"eloquentembrace you're going to kill me, but i've not seen ds9. i've been waiting till i can do it in one solid week sitting. "" "
-1,cheechbud i think ur right!! hahaha!! 4.5 hrs now!! 
-1,i hate to see the spartans so sad 
-1,my mind and body are severely protesting this &quot;getting up&quot; thing. had nightmares to boot 
-1,"mysteezradio i'm goin' to follow u, since u didn't lol go angels!"" "
-1,mandayyy 
-1,twista202 i think i want to read some books but the library doesn't have them 
-1,my nap was interrupted so many times today going out for japanese with the 'rents again... 
-1,kind of longs for the bus that shows up at the end of ghost world right now. ugh. 
-1,gurumn but this is canada canada is weird. we're supposed to get snow through wednesday. ugh. 
-1,awwh babs... you look so sad underneith that shop entrance of &quot;yesterday's musik&quot; o-: i like the look of the new transformer movie 
-1,sad that the 'feet' of my macbook just fell off 
-1,i'm gonna get up late tomorrow and it's 132am here. i gonna get tipsy by my lonesome. that's...that's just sad 
-1,"i'm sweating my forthcoming trip to e3. if i can't find someone to crash with while i'm out there, i may be screwed. "" "
-1,"has now gotten somebody to read his tweets, but cant get them to make an account. "" "
-1,infinitydefines omgawd i couldnt handle my cat being in heat all the time d: d: 
-1,donniewahlberg i hope i can make it to the auburn show. but its not looking good for me 
-1,david_henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho! haha 
-1,breadandbadger congrats!! i totally forgot to submit photos 
-1,"paulaabdul awww, good luck paula!! please don't work too hard but i hope you have fun your new album is gonna be amazing! xxx"" "
-1,imaginarypeach now your leaving me .... -gets sad- 
-1,"i miss you twitter. my phone broke, now i'm using a stupid nokia phone. ughhh, i miss my advance phone. "" "
-1,shooting outside my house :o not kidding! so scared 
-1,tuesdayï¿½ll start with reflection ï¿½n then a lecture in stress reducing techniques. that sure might become very useful for us accompaniers 
-1,what tragedy and disaster in the news this week 
-1,yes yes still trying to find a picture that will upload correclty.. 
-1,why oh why was the red sox game rained out? i was so looking forward to opening day 
-1,i still can't find my keys. 
-1,charlietm i know right. i dunno what is going on with twitter. 
-1,might be getting a sore throat again 
-1,labelsnotlove my home town. my mammy called all depressd. pls explain y a parent let their 8yr old child walk alone? hello? its 2009! 
-1,ircmaxell - i think i need to find better anti-depressants. i think this paxil/wellbutrin combo is losing its efficacy. 
-1,myconnecticut restaurant called woodntap has competitive eating tourney round tourney time. we place 2nd 
-1,is in the bathroom... wake up lakin. 
-1,caitlinoconnor i want tacos and margarhitas telll gay i say hello&lt;3 
-1,"im lonely keep me company! 22 female, california"" "
-1,bad day at the betfair office 
-1,i miss him. can't wait to celebrate the tar heel win this weekend though!! 
-1,i'm really cold. i don't want to go to sleep yet but there's nothing to do 
-1,kristencampisi is this it 4 u? its ' officially over ' 4 me this go round! 
-1,monkeys??? i just found out you my twin and you wont even write back. i'm heartbroken 
-1,miss_om aww i know i felt like that yesterday at work 
-1,sarahreedsc treaty isn't defined 
-1,missed brent at praise band. no fun to not have the your lead guitarist. &lt;pout&gt; 
-1,jpfurry poor john this is what happens when you play with fruit and a microwave! seriously though have you seen a doctor?? xxx 
-1,missing my bff watching home and away it reminds me of her and me we &lt;3 it. shout out to u courts 
-1,mandayyy 
-1,new video card is doa. 
-1,"feeling lost, naked and confused (jk, sort of).....no iphone for me. "" "
-1,"damn i am so late at filling this appraisal form, people have almost sent it .. i was so occupied in work "" "
-1,missed brent at praise band. no fun to not have your lead guitarist. &lt;pout&gt; 
-1,i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him gah 
-1,has lost his ring. it's no-where to be seen 
-1,"burgaw ooooooh! *sealclap* see, i download shitloads of zip folders off 4chan. i have no internet moneys. fuck yeah alicia &amp; mikey."" "
-1,is still nursing my nile but glad he is feeling better. i hate when my baby is sick 
-1,is fucked to go back to ic 
-1,brandizzzle08 yoyoyo. my internet has been rude tonight. it just reconnected and i'm about to go to bed. 
-1,jemcam well i have uni stuff and netball but after netbal if i've done uni stuff we can 
-1,kissability me too i is poor 
-1,help me forget 8th april &amp; 13th july! 
-1,"dierks bentley is comin' to columbus, oh!! i wanna go so bad "" "
-1,i have to take my sidekick back. 
-1,chriscantore congrats! i'm totally jealous! only wish my xm was working 
-1,gr8t my face is very itchy 
-1,poor socks luvvvvv the golden retriever!! i want one sighhhh 
-1,i just saw that they found that tracy girl in a piece of luggage... how fucking terrible 
-1,aaaaand the nausea is back. 
-1,donniewahlberg ooh iï¿½m excited and not even going 2 be there long love youtube! 
-1,spent 1 hour to reach to axis bank only to find out today is holiday for mahavir jayanti contd.. 
-1,mathewsmichael i agree... the jobros dont update theres very often 
-1,fishmouse it is hilarious and i linked the clip from lj some time ago but when i went back just now it was a dead link 
-1,diannepulham oooooooo who with? (im not neither but thats because i need to study ) 
-1,"haven't tweeted nearly all day posted my website tonight, hopefully that goes well night time!"" "
-1,bostongarden i miss bentley 
-1,seriously needs to finish these job applications 
-1,"my son vincas is sick, so i stay at home just three tense days at work, and i am back on holiday with kids"" "
-1,whinging. my client&amp;boss don't understand english well. rewrote some text unreadable. it's written by v. good writer&amp;reviewed correctly. 
-1,huntermoore i don't want him to ever punch me. 
-1,sooo sick of the snow ughh 
-1,its_nemesis ------- 
-1,lovemeagan it doesn't work your fan is upset 
-1,i would like to apologize for the repeated video games live related tweets. i am going to have a stern discussion with koodo soon. stern. 
-1,zaydia but i cant figure out how to get there / back / pay for a hotel etc 
-1,"fml: so much for seniority, bc of technological ineptness, i now have to &quot;register&quot; for classes again "" "
-1,feels like she slept the day away. not looking forward to any more bouts with my gallbladder. at least i have pills now for the pain. 
-1,thastevieg but what i really want is my old bass back 
-1,mad tired today... callin it in early tonight nighty night twittas 
-1,"levenrambin: take it easy, and be good to you. "" "
-1,i'm afraid i had bad code. 
-1,think i'm going to bed. goodniight. i hate this 
-1,"riancurtis i'm here, friend, and i love you."" "
-1,kariajay all this time you didn't notice i was gone...just needed db2 is it?? 
-1,aaronrva is in the bathroom and i have to pee! 
-1,ashleyskyy but i wanted a margarita too! 
-1,kourtneykardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night its tough! 
-1,just called hillsong again - they said they couldn't tell me where i was on the waiting list - i don't know if it's looking so good 
-1,"has 0g of milky bar left, and around 200ml of coke "" "
0,high school musical netflix..may watching it. wish 
0,wwoo fasho! gotchu! i vegas 21st blud! 
0,instant message will replay nfl network tomorrow too. 
0,going tonight detroit.. 
0,"going vegas tomorrow, guessing going sleep in. 7:50 a.m."" "
0,slowly mate! riots london tonight? noticed drunk 
0,will explain true london riots front sun : immigrants. 'hero police' will headline. 
0,"rt remember 2008 obama fundamentally transform usa? debt downgrade friday, .."" "
0,"trip town albuquerque, easily mexico spain! vegas tomorrow monday morning!"" "
0,safest place tottenham tonight spurs trophy cabinet. chance looters visiting there. 
0,yep move dallas tonight rt true! fun.. 
0,eww lady gaga femme fatale tour tonight. surprised gaga using britney's props tour laughing loud 
0,free. post tweet video it. send weeks flying japan tomorrow. 
0,"oh ok, well coming dallas tonight"" "
0,today white boy told nicki minaj best female rapper. beg differ. schizophrenics recognized that? 
0,best day ever!..if went nicki minaj concert ac tonight.. 
0,lady gaga went britney's femme fatale tour atlantic city tonight! 
0,wear tomorrow definitely work lady gaga team 
0,"hard believe, huh? rt watched 1st episode mad men (the pilot) ipad. second episode next."" "
0,"aglines roundup: nebraskans notice nebraska, best logos locations state .."" "
0,"okay, ipad sleep. evie will understanding mommy's toy 7am tomorrow. day off. productive."" "
0,desperately needing girl talk! cart wait true blood tomorrow & 
0,"willie horton: detroit: remember dad saying, 'we're going sign contract today, you'r.."" "
0,desean jackson suppose training camp monday..hope eagles lock extend mike vick.. 
0,painting bridge - longer! scotland sunday today 
0,safest place tottenham tonight spurs trophy cabinet. chance looters visiting there. gooners goonerpower 
0,finally.. dad will play 'with point prove' starts nigeria u20worldcup 16 wednesday 
0,turned news riots tottenham morning. thought spurs signed joey barton. 
0,rt find ironic yankees fan today college boston rand .. 
0,"instant message ireland mo bro, text, instant message tuesday, meet wed maybe?"" "
0,"leaving long drive detroit, 3 hours sleep chicago night, wide awake! tonight!!"" "
0,trynna movies today rise planet apes ! 
0,going mcalester today..bama bound early am! torn! 
0,"moment election prepared mind years leadership, god help nigeria"""" "" "
0,"beyonce sound. call hating, real."""" "" "
0,"longline bras hudance in, drive wellies, white haired man left iom, merlin saucy sorcerer. night."""" "" "
0,laughing ass friday kevin hakatt williams mike epps it. 
0,"kung fuck panda (in 2d & 3d, indonesian subtitles) tentatively scheduled open tues 16 august ^isk. infobiz |"""" "" "
0,"eerily, shockingly quiet day work today, considering financial markets worldwide verge collapse.. supposedly.."""" "" "
0,cowboys jets will late night game sunday channel (via will emotional occasion 9/11 anniversary. 
0,"finally catching dexter. season 4, finished season today home, ill."""" "" "
0,showtime dexter cancel over. october 2nd! 
0,stapacking tomorrow auburn forget saturday morning. 
0,awesome week coming up. ready football ? ravens v. dream team thursday 7:30 redskins v.. 
0,want final destination 5 friday. 
0,"thiiss mother fucker wants auburn's 1st day practice, going person booing!"""" "" "
0,hope sept 11 merlin living backwards time 
0,morrison truth tonight? thought match summerslam. well. raw 
0,son's teacher married auburn football player. think bama gear 1st day school! rtr 
0,won't..but shit will.. - will fuck that drake coming today ! single carter iv ! 
0,"watched aladdin vhs night, talk high definition stoneage"""" "" "
0,listening springsteen's nebraska album driving through.. well guess. wishes. playing lincoln tonight! 6pm 
0,"qfe: tomorrow. gandhi, tea party future america"""" "" "
0,chris brown feb. '09 treat elvis presley 50's. 
0,premiership called saturday inbetweeners? 
0,final destination 5 coming soon. thought 5th one! youcantcheatdeath 
0,golf balls pelosi's face allegedly distributed boehner fundraiser today. | sick! 
0,hanging green day tonight.. going invite 4 blondes join us while.. love music 
0,currently scheming . tech vs. clemson blacksburg october 1st? think yes. oolegoo ! prepared happen 
0,madness mayhem cast aladdin created flew newark monday!! 
0,summerslam preview coming fri. announced matches though will 7 8. odd. will preview! 
0,rumors tangled replace beauty beast studios aladdin dca. rumor now.. 
0,hope people inbetweeners 6th form. 
0,"must. get. innings. pile decimate bullpen tonight! verlander, tomorrow."""" "" "
0,"observing clemson's linebackers earlier today, safe position will undergo drastic change th .."""" "" "
0,"going vaca..: going vaca..(third column, 7th story, link)related stories:obama considers bec.."""" "" "
0,work? going walk brooklyn bridge today 
0,"ha stanfl preseason tonight marks raiders season, raiders postseason hopes."""" "" "
0,raiders represent tonight! 
0,wrap season three dexter tonight: 1 episode till season finale. roll series please! 
0,ready jets play monday. 
0,"steve jobs valued ceo world, bill gates trying cure cancer jobs .."""" "" "
0,quiet story-wise morning. emails yammer activity & alepj harvey tickets going sale. 
0,"heading today tour tupelo, mississippi visit birthplace elvis presley!"""" "" "
0,girl singing national anthem tonight boise state student. ducks went out. faze her. 
0,fun day!! walked brooklyn bridge.. ate waay much!! tomorrow fingers crossed standing room book mormon! night! 
0,usa eagles take canada tonight 9pm est warm-up rugby world cup - direct tv.. 
0,merlin! 3am busy day today. kill now. 
0,gavin henson set rugby world cup dislocating bone wrist yesterday 
0,gettin recognition 10/10/2011 lions play monday night football 
0,going spend night watching episode merlin loaded whole naruto shippuden season 7. 
0,govt loosing sleep anna hazare's fast. want gandhi figure. 
0,final b-lg draft pick game tonight mnf (espn). (nyj) vs (hou). current leader ken 27 pts. 
0,"apple's rumored thanksgiving product launch steve jobs biography, ipad"""" "" "
0,steve jobs biography time ipad 3 
0,amanda knox case: obsession happened night italy amandaknox 
0,"today birthday,the anniversary death elvis presley birthday madonna,i wonder famous..i=no talent |="""" "" "
0,"tomorrow night goldfish bar deus launch, want free?"""" "" "
0,"losing week, today gop trying win senate seats wisconsin recalling democrats. fail"""" "" "
0,"nokia n9 uk, unofficially though: finnish mobile giant nokia clear uk, sw.."""" "" "
0,today national bratwurst day. recall election day wisconsin. brat! vote! wi holiday vote 
0,wish church tonight:( reason! 
0,"wait tomorrow, cowboys aliens out."""" "" "
0,"today: cowboys aliens, good food, chemical romance blink 182 friends. jazzed max!"""" "" "
0,"good reviews deus ex. going pre-order today, coverage going worth look."""" "" "
0,divine frame & presents official south alabama football season kick club insanity september 1st 
0,"repaired elderly female's windows 7 based laptop today (pro bono) living room largest 1080i cathode ray tube ever, 55 ."""" "" "
0,think happening everton mick today's speech bill? 
0,think colts game tomorrow 
0,"weird thing today, copy deus ex: hour shipped. probaby box days steam play it."""" "" "
0,interest today rugby world cup. zero 
0,asked today everton's display pathetic regarded cushions job - definitely older .. 
0,ufc yushin okami anderson silva's opponent saturday night - only.. - 
0,quote night- amarosa brooklyn bridge drowning funny 
0,"everton beat tonight, think moyes will walk out? think should."""" "" "
0,nokia n9 tomorrow. real consumer tech dude again. event winnings store. 
0,":-( really, want double whammy dexter tonight.. *kids, bed, now!*"""" "" "
0,stretch picking yushin okami tomorrow. think anderson's athletic prime passed okami's cashing time. 
0,"finally starting 5th season dexter. yeah later, weekend!"""" "" "
0,watch pilot terra nova. tomorrow.. 
0,comedy central real going hard tonight 
0,classy boehner proposes obama speech night nfl opening night.. 
0,"truly loves party, boehner schedule obama's address night gop debate."""" "" "
0,boehner wants president change speech thurs going gop2012 debate. what? time packers .. 
0,lloyd robertson's broadcast tonight! era. going grandma company night!? 
0,droid bionic 8th? ohh hmm.. 
0,talladega nights comedy central. stay tonight. 
0,true. taken wednesday repeats big brother :-/ 
0,"ok, watched jersey shore today time ever. hype. comical."""" "" "
0,"us, live feeds down, big brother fans sun time months."""" "" "
0,child excitement building ahead rwc think 2nd team going tonga loveabitofbiff 
0,"source wrs dorin dickerson juaquin iglesias, team effojeff dugan ol donald thomas worked steelers yesterday."""" "" "
0,happen lost access google account tomorrow? - know. hahahaha! 
0,"well names plane toronto star ,, pavol demitra, josef vacicek"""" "" "
0,lokomotiv yaroslavl plane crashed russia this.morning. pavol demitra flight. canuc .. 
0,michael jackson song free willy repeat morning. 
0,exited friday! offense tonga? nz names countries. play fair. 
0,watch rest jersey shore online call night 
0,year decided needed follow 2nd team abs playing. one? lot thought: tonga 
0,dirty bombs sunday will launched mark dirty sanchez jets pummel romo's homos .. 
0,charlie sheen pretty confident/badass upcoming roast. together. watch. 
0,watching cowboys/jets game..let's romo going tonight.. 
0,"obsessed star wars now, treat letting watch family guy tonight heavenforgiveme"""" "" "
0,"rtat_user dramatic hearing today case amanda knox, american woman convicted murder italy. story:"""" "" "
0,realized nuit blanche night cure. feel stare down. going win? 
0,fact!! curtis painter will help colts win game! heard first!! 
0,"era andy rooney, 92, will regular appearance sunday .."""" "" "
0,kenot. night. java jazz sure. catch foos time. jazz greats? likely. 
0,rondo glad all-star game hosted care galaxy foams on. 
0,sunday be! english beat french wiggo wrap paris-nice it? 
0,3 hours 2nd episode! wherever josh bradley | david archuleta nandito ako | alwyn ana rs tv5 manila 
0,lorenzo brown taylor day week. 6'5 good better skill set 
0,potential upset alert: wichita wild trail allen wranglers 27-33 2:33 left 3rd quarter. 
0,true becouse triple arm broken reel will royal rumble 
0,"harold purple crayon, younger. dr. seuss quality."""" "" "
0,year unspoken of. remember rubber bracelets too? dog tag cannavaro it.. 
0,finish watching ghost rider: spirit vengeance. movie alright. prefer 1st better. 
0,sufjan steven's song casimir pulaski day greatest songs made. 
0,tried pull fast today margarita day false. drinking margaritas margarita day! 
0,realized boys won brit award birthday february 21 partying time recieved it!bestgiftx 
0,"breakout kings, common law, rip. heard picked 2nd season. thoughts cast crew."""" "" "
0,"sojourn mysterious island vbs. plane crash, storm, chased pirates..and 1st night. 3 times"""" "" "
0,weird remember josh bradley's birthday 15th? no?ok. 
0,lightweight royal rumble phoenix january 
0,went 1st match 4? match carling cup final. ddliverpool 
0,set alarm ringtone nandito ako. okay. tomorrow :) 
0,scrap tweet! 5:22 24th australian directioners will two years boys 
0,elimination chamber going st. louis 19th.. go. 
0,club bodi question tonight 
0,"fine outside, untrue inside - david ruffin"""" "" "
0,"aliens observed earth learn us, wish watch olympics. mardis gras 4th july.."""" "" "
0,"wonder 1st day school going berkmar ,lmao"""" "" "
0,mohsin hamid's 2013 novel = filthy rich rising asia . think typefaces cover? 
0,nabasa aq! i instant message going :/ ang sabe dito nasa hell daw si pope john paul ii &gt;:| .. 
0,"yeah, hear ya. life ghost rider 2, care terrible get, kind want ends."""" "" "
0,spent 5 minutes watching poop traverse sewers simcity flushed loos.. 
0,well sounds adding gagner too. guys going fit in? 
0,chasing madoff.. credit sequence adirector music implies batman up. 
0,jungle island will open usual monday. open &amp; closed click link isaacon6 
0,will laugh carling cup final.. result vary. 
0,"memorial day, president's day, monday, day day independence day t.v."""" "" "
0,ethics book quoted joe pa penn stop that integrity ethics.. time 6th edition 
0,"observers un, eu, cw, send coni , observers maldivian live tvs 7 feb day dream, "" "
0,love tom boonen. forget whole birth/citizen issue. write president november. 
0,trayvon daily tweet (9/12) memory trayvon martin - killed 200 days ago. ~may rest peace~ (justice family) 
0,"check timeline mate, find gym. vitali steps"""" "" "
0,want school monday . excuse will hisd school laughing loud ~ 
0,trayvon daily tweet (9/15) memory trayvon martin- killed 203 days ago. ~may rest peace~ (keep family prayers -love) 
0,brandon weeden going player someday. - ron jaworski sunday nfl countdown countdowntokickoff 
0,brand? waiting ticketek voucher through. tuesday though pay full price. 
0,"blowjob penn, shogun, nick diaz swick fighting card..should ppv fox?? dec. 8th cant wait ."""" "" "
0,watching ghost rider lot 1st.. 
0,final shot shining. rembrandt painted john belushi. rembrandt belushi 
0,"sachin, virat kohli definitely reminds ricky ponting. authority strokes similar.."""" "" "
0,"tempting is, skip watching enrile documentary. haay. early errands tomorrow."""" "" "
0,"wish ron jaworski monday night football booth. enjoy tirico gruden, think jaws offered lot too."""" "" "
0,thinking running australia day weekend january. good bad idea? 
0,"going change wednesday. acta went long canned, well finish season w/him."""" "" "
0,saturday's ufc fuel television lot better scheduled undercard ufc 151. surprise 151 cancelled. 
0,flowing wells marana game tomorrow? 
0,hope enjoyed ben amos welton monday? forget will market weighton coming monday 1st 
0,"late but, watched good deeds 1st time. awesome movie! cried it. turned 30 sensitive hell."""" "" "
0,help wonder washington monument utilize grounds create huge sun dial 
0,"semi-finals, championship game tomorrow far, will"""" "" "
0,vow return midsummer break prix de royallieu longchamp saturday. 
0,1st world theres good evil! real people fake mf's!this feel jlin it!not durable yao ming! 
0,personally watch extratime ss4 mondays top class analysis entire sa&lt;lol&gt; 
0,danny lot billy crystal 1/3rd harry met sally? 
0,dongwoo's fansite accepting members now..need register 11th 
0,splurged this: 'firefly: celebration (anniversary edition)' joss whedon.. dontjudgeme 
0,marvel's phase two sneakers 'iron man 3' trailer october 23rd: briefly: halloween l.. 
0,golf sunday going sided klitschko vs 
0,"going try using sadat, will evaluate progress tomorrow library lol.."""" "" "
0,"eat, friday care! tgif (@ ogalo crows nest)"""" "" "
0,"nick diaz fight pussy tomorrow ufc asked . except, know, wouldn't.. suspended.."""" "" "
0,"again, game james play team effolatest 2k is: heat vs knicks. 2nd year row. fort"""" "" "
0,"rhonda rousey will ufc event seattle december 8. rematch here, home!"""" "" "
0,birthday thursday.. :/ .. belated happy birthday francis m.. :] 
0,"people lying direction 4th album, lied direction unbroken?"""" "" "
0,person pottstown 
0,cut mohawk grown tomorrow night club pulse 
0,"buffalo bills' kyle williams misses practice thursday: second straight day, buffalo bills.. bills nfl"""" "" "
0,"drew peterson convicted, conflict going whenwillitend localnews chicago"""" "" "
0,ferry corsten space tonight ahh think work ;) 
0,finished season 3 league finally watching valor. operation lazy saturday night nearing completion. 
0,ticket left game tomorrow! rematch fucking clue championship game ny giants! hit up! 
0,shocked 1st time scg construction zone compared adelaide oval! 
0,"people, revenge game 49ers. 6th week regular season game fucking clue championship game ijs"""" "" "
0,dtn kazakhstan: : capello ill tweak lineup azerbaijan gamecoach fabio capello monday will tweak .. 
0,xhosa &amp; zulu guys apply morvite face hot avoid sun burn :/ 
0,nocomment xhosa &amp; zulu guys apply morvite faces hot avoid sun burn :/ 
0,robbie keane score 10 goals tonight him. 
0,rumour beyonce perform superbowl..am think thegaslightanthem rock it?! biased though.. 
0,bey performing superbowl feb. assuming material coming months hand album grammy's 
0,played mass 3 16times started 17th diffrence thia time default femshep extreme droll 
0,will manly market &amp; mittagong saturday. crows nest fair kiama market sunday. hope 
0,trudat! case state florida vs george zimmerman! seek educating that. 
0,awful scenes swfc v lufc meaning barnet's win season lesser story - edgar davids level.. 
0,ohh december 6th smokin whole kush x orange juice taylor allderdice days 
0,metropcs best phone buy 
